12.68343	-14.4944	198.57251
13.72884	-15.77975	198.47517
14.76225	-17.12873	198.36374
15.78162	-18.54265	198.23671
16.78483	-20.02224	198.09259
17.76978	-21.56761	197.92989
18.73441	-23.17831	197.74713
19.67673	-24.85332	197.54283
20.59491	-26.59105	197.31563
21.48735	-28.38939	197.06421
22.35266	-30.24568	196.78731
23.18979	-32.15676	196.48383
23.99805	-34.11896	196.15273
24.77716	-36.12812	195.79317
25.52732	-38.17959	195.4044
26.24924	-40.26828	194.98593
26.94422	-42.38862	194.53734
27.61417	-44.53462	194.05853
28.26172	-46.69986	193.54956
28.89021	-48.87749	193.01074
29.50377	-51.06028	192.44266
29.66829	-51.65189	192.28372
29.68661	-51.71252	192.26732
29.70734	-51.77131	192.25139
29.73137	-51.82723	192.23624
29.75933	-51.87943	192.22206
29.79158	-51.92714	192.20911
29.82823	-51.96973	192.19753
29.86919	-52.00669	192.18748
29.91416	-52.0376	192.17906
29.96268	-52.06215	192.17238
30.01418	-52.08013	192.16748
30.06793	-52.09141	192.1644
30.12313	-52.09596	192.16313
30.17892	-52.0938	192.16368
30.2344	-52.08506	192.16603
30.28864	-52.0699	192.17012
30.34073	-52.04856	192.17587
30.38979	-52.02135	192.18324
30.43501	-51.98859	192.19211
30.47565	-51.95068	192.20238
30.51109	-51.90804	192.21393
30.54083	-51.86111	192.22662
30.56455	-51.81038	192.24036
30.58211	-51.75635	192.25497
30.59355	-51.69952	192.27034
30.59919	-51.64043	192.28633
30.59956	-51.57957	192.30276
30.59553	-51.5175	192.31953
30.58823	-51.4547	192.33646
30.57914	-51.39167	192.35344
30.58115	-55.53573	200.24052
29.98024	-51.38805	201.36545
29.34173	-47.25558	202.37955
28.67644	-43.16796	203.28596
27.99169	-39.15215	204.0887
27.29167	-35.23253	204.7924
26.57786	-31.43098	205.4024
25.84939	-27.76707	205.92455
25.10349	-24.25814	206.36508
24.33585	-20.91944	206.73068
23.54101	-17.76425	207.02824
22.71282	-14.80403	207.26483
21.84475	-12.04848	207.4476
20.93036	-9.50575	207.58369
19.96368	-7.18249	207.68018
18.93957	-5.08403	207.7439
17.85418	-3.21445	207.78142
16.7053	-1.57676	207.79897
15.49277	-0.173	207.80229
14.21889	0.99566	207.79655
12.88882	1.92876	207.78635
11.51096	2.62643	207.77545
10.09735	3.08928	207.76689
8.66409	3.31827	207.76273
7.23172	3.31457	207.76404
5.82561	3.07949	207.77083
4.47639	2.61426	207.78186
3.22032	1.92	207.79468
2.09969	0.99755	207.80542
1.16323	-0.15267	207.80879
0.58623	-1.23108	207.8017
0.47943	-1.49599	207.79846
0.3845	-1.76076	207.79475
0.30063	-2.02533	207.79066
0.22726	-2.28959	207.78627
0.16405	-2.55335	207.78168
0.11088	-2.81636	207.7769
0.06777	-3.07831	207.77202
0.03492	-3.33886	207.76704
0.01265	-3.59762	207.76202
0.00137	-3.8542	207.75697
0.00157	-4.10818	207.75191
0.01379	-4.35914	207.74683
0.03859	-4.60667	207.74173
0.07654	-4.85038	207.73663
0.12817	-5.08989	207.73151
0.19396	-5.32488	207.72633
0.27433	-5.55504	207.72112
0.36958	-5.78016	207.71581
0.47989	-6.00004	207.71043
0.60528	-6.21461	207.70493
0.74561	-6.42384	207.6993
0.90051	-6.62782	207.69351
1.06941	-6.82673	207.68758
1.25147	-7.02086	207.68143
1.44557	-7.21064	207.67509
1.6503	-7.39662	207.66858
1.86392	-7.57948	207.66182
2.08431	-7.76008	207.65488
2.309	-7.93943	207.64774
2.9844	-8.4766	207.62537
4.10412	-9.38339	207.58469
5.21885	-10.31168	207.5394
6.32983	-11.26834	207.48892
7.43757	-12.25969	207.43251
8.54197	-13.29147	207.3692
9.64235	-14.36889	207.29796
10.73752	-15.4966	207.21758
11.82589	-16.67868	207.12679
12.9055	-17.91865	207.02415
13.97411	-19.21947	206.90826
15.02925	-20.58352	206.77762
16.06835	-22.01262	206.63065
17.08873	-23.508	206.46581
18.08772	-25.07031	206.28154
19.06273	-26.69965	206.07631
20.01129	-28.39549	205.8486
20.93117	-30.15674	205.597
21.8204	-31.98172	205.32008
22.67737	-33.86814	205.01663
23.50089	-35.81314	204.68541
24.29028	-37.81325	204.32541
25.04542	-39.86437	203.93571
25.76681	-41.96184	203.51559
26.45567	-44.10036	203.06445
27.114	-46.27403	202.58199
27.74464	-48.47635	202.06799
28.35137	-50.70016	201.52257
28.93893	-52.93774	200.94608
29.51315	-55.1807	200.33911
29.66732	-55.7877	200.16965
29.68437	-55.84896	200.15242
29.70388	-55.90838	200.13568
29.72679	-55.96495	200.11972
29.75374	-56.01779	200.10477
29.78511	-56.06615	200.09106
29.82103	-56.10939	200.07878
29.86139	-56.147	200.06805
29.90593	-56.17854	200.05902
29.95417	-56.20372	200.05177
30.00554	-56.2223	200.04637
30.0593	-56.23415	200.04288
30.11465	-56.23924	200.04128
30.17072	-56.23759	200.0416
30.22658	-56.22931	200.04378
30.28129	-56.21456	200.04782
30.33395	-56.19358	200.05363
30.38364	-56.16667	200.06116
30.42954	-56.13414	200.07028
30.4709	-56.0964	200.08092
30.50708	-56.05386	200.09294
30.53757	-56.00696	200.10623
30.56203	-55.9562	200.12064
30.58031	-55.90206	200.13603
30.59246	-55.84507	200.15227
30.59877	-55.78575	200.16917
30.5998	-55.72464	200.18663
30.59637	-55.66225	200.20444
30.58966	-55.59911	200.22244
30.58115	-55.53573	200.2405
